"X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Hencky","eyy [1] - Hencky","exy [1] - Hencky","e1 [1] - Hencky","e2 [1] - Hencky","gamma [1] - Hencky","cxx [1/mm] - 31 filter","cyy [1/mm] - 31 filter","cxy [1/mm] - 31 filter","c1 [1/mm] - 31 filter","c2 [1/mm] - 31 filter","gamma_c [1] - 31 filter","phi [rad] - 15 filter","sigma [pixel]","q_ref [pixel]","r_ref [pixel]"
18,42,2.13153,0.367288,0.252278,2.2664,0.0592471,0.0167756,0.0181374,0.0659417,0.010081,0.353485,-0.0132107,-0.00506781,0.00236733,-0.00442914,-0.0138494,1.30748,-0.0723856,0.00711496,235.065,-23.8535
18.5,42,1.85069,0.328726,0.221069,1.99454,0.0592951,0.0160869,0.0185777,0.0661874,0.00919456,0.355152,-0.0132366,-0.00509147,0.00232169,-0.00447579,-0.0138523,1.31174,-0.0745678,0.00748125,235.241,-24.1859
19,42,1.55905,0.285446,0.187936,1.71086,0.0594159,0.0153113,0.0189931,0.0664701,0.00825709,0.355531,-0.0132748,-0.00510431,0.0022692,-0.00451614,-0.013863,1.31728,-0.076692,0.00788125,235.417,-24.5214
19.5,42,1.2588,0.237718,0.152163,1.4175,0.0596247,0.014417,0.0193987,0.0668092,0.00723251,0.35464,-0.0133245,-0.00510281,0.00221647,-0.00454317,-0.0138841,1.32355,-0.0787018,0.00798419,235.593,-24.8519
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-10,42.5,5.21682,-0.445247,0.586569,5.25532,0.0600302,0.023575,-0.0109395,0.0630631,0.020542,-0.270243,-0.0131525,-0.00469988,-0.0016076,-0.004404,-0.0134484,-1.38907,0.0412634,0.00501894,234.608,-7.63351
-9.5,42.5,5.35254,-0.4323,0.601509,5.38708,0.0600718,0.0239064,-0.0103905,0.0628452,0.021133,-0.260757,-0.0131454,-0.00465295,-0.00153427,-0.00438411,-0.0134142,-1.39743,0.0391664,0.00478677,234.472,-7.9212
-9,42.5,5.48191,-0.418176,0.61592,5.5111,0.0600988,0.0242145,-0.00984447,0.0626229,0.0216904,-0.250895,-0.0131408,-0.00460714,-0.00146118,-0.00436374,-0.0133842,-1.40583,0.037096,0.00451115,234.331,-8.21388
-8.5,42.5,5.60346,-0.402506,0.629454,5.62719,0.0601062,0.0244978,-0.00929569,0.0623876,0.0222164,-0.240566,-0.0131349,-0.00456525,-0.00139107,-0.00434498,-0.0133552,-1.41384,0.0350448,0.0043907,234.194,-8.50903
-8,42.5,5.71797,-0.385283,0.642155,5.73782,0.0600834,0.024756,-0.00873664,0.0621266,0.0227127,-0.22964,-0.0131249,-0.00452941,-0.00132605,-0.00432942,-0.0133249,-1.42116,0.0330087,0.00439956,234.071,-8.79671
-7.5,42.5,5.82417,-0.365892,0.653898,5.84197,0.0600339,0.0249909,-0.00817635,0.0618482,0.0231765,-0.218285,-0.0131094,-0.00450107,-0.00126637,-0.00431861,-0.0132918,-1.42772,0.0309854,0.00434194,233.963,-9.07744
-7,42.5,5.92273,-0.344977,0.664811,5.939,0.0599709,0.0252053,-0.00762372,0.0615695,0.0236066,-0.20665,-0.0130888,-0.00448042,-0.00120996,-0.00431356,-0.0132557,-1.43378,0.0289704,0.00436439,233.862,-9.35977
-6.5,42.5,6.01679,-0.323373,0.675126,6.0305,0.0598927,0.0254007,-0.00707927,0.0612893,0.0240041,-0.194766,-0.0130643,-0.00446659,-0.00115345,-0.00431453,-0.0132163,-1.43972,0.0269645,0.00446772,233.759,-9.64694
-6,42.5,6.1043,-0.301169,0.684369,6.11381,0.0597893,0.0255819,-0.0065469,0.061,0.0243712,-0.182788,-0.0130387,-0.00445837,-0.00109294,-0.00432132,-0.0131757,-1.44607,0.0249661,0.00444289,233.65,-9.93629
-5.5,42.5,6.18329,-0.277617,0.692895,6.18931,0.0596722,0.0257472,-0.00602249,0.0607104,0.0247091,-0.170578,-0.0130161,-0.00445342,-0.00102604,-0.00433213,-0.0131374,-1.45319,0.0229698,0.00458781,233.55,-10.2268
-5,42.5,6.25362,-0.252805,0.700837,6.25703,0.0595532,0.0258974,-0.00550359,0.0604312,0.0250194,-0.158033,-0.0130007,-0.00445025,-0.00095168,-0.00434552,-0.0131054,-1.46129,0.0209783,0.00450125,233.459,-10.5105
-4.5,42.5,6.31697,-0.22761,0.708262,6.31853,0.0594279,0.0260326,-0.00499253,0.0601592,0.0253013,-0.145253,-0.0129959,-0.00444789,-0.000869871,-0.00436014,-0.0130837,-1.47041,0.0189948,0.00439565,233.376,-10.7895
-4,42.5,6.3744,-0.202134,0.715164,6.37378,0.0592946,0.0261567,-0.00449551,0.0598945,0.0255567,-0.132451,-0.0130034,-0.00444586,-0.000781711,-0.00437488,-0.0130744,-1.48045,0.0170153,0.00419261,233.296,-11.0681
-3.5,42.5,6.42686,-0.176118,0.721083,6.42321,0.0591698,0.0262688,-0.00401396,0.0596533,0.0257853,-0.119637,-0.013022,-0.00444399,-0.000689118,-0.00438879,-0.0130772,-1.49115,0.0150334,0.00411013,233.214,-11.3555
-3,42.5,6.47347,-0.149634,0.726074,6.46648,0.0590755,0.026367,-0.00354083,0.0594553,0.0259872,-0.106575,-0.0130477,-0.00444203,-0.000594567,-0.00440094,-0.0130888,-1.50215,0.013051,0.00414634,233.134,-11.6467
-2.5,42.5,6.51183,-0.1226,0.730463,6.50261,0.0590175,0.0264534,-0.00306892,0.0593051,0.0261658,-0.0931045,-0.0130756,-0.00443958,-0.00050105,-0.00441041,-0.0131047,-1.51304,0.0110744,0.00423209,233.065,-11.9285
-2,42.5,6.54246,-0.0946562,0.733934,6.53245,0.0589904,0.0265225,-0.00260882,0.0592008,0.0263121,-0.0797235,-0.0131013,-0.00443814,-0.000410872,-0.00441845,-0.0131209,-1.5235,0.00912104,0.00420387,233.007,-12.2074
-1.5,42.5,6.56651,-0.0664845,0.736578,6.55623,0.0589904,0.0265741,-0.00215038,0.0591344,0.0264301,-0.0660114,-0.0131192,-0.00443376,-0.000327562,-0.00442121,-0.0131317,-1.53314,0.00715385,0.00409505,232.957,-12.4856
-1,42.5,6.58306,-0.0381494,0.738918,6.57261,0.0590231,0.0266077,-0.00169215,0.0591131,0.0265178,-0.0520776,-0.0131273,-0.00442765,-0.000251959,-0.00442019,-0.0131348,-1.54186,0.00518714,0.0039077,232.911,-12.7687
-0.5,42.5,6.59424,-0.00971585,0.740341,6.58375,0.0590786,0.0266246,-0.00122941,0.0591268,0.0265764,-0.0378737,-0.013125,-0.00442045,-0.000183376,-0.00441644,-0.013129,-1.54974,0.00322676,0.00391437,232.87,-13.0534
-7.45058e-09,42.5,6.5983,0.0188442,0.740532,6.58815,0.0591379,0.0266259,-0.000761105,0.0591572,0.0266066,-0.0234531,-0.0131135,-0.00441311,-0.000119248,-0.00441136,-0.0131152,-1.55709,0.00127467,0.00392965,232.834,-13.3367
0.5,42.5,6.59489,0.0476305,0.740199,6.58539,0.0592018,0.0266092,-0.000293706,0.0592057,0.0266053,-0.0090647,-0.0130957,-0.00440663,-5.58485e-05,-0.00440617,-0.0130961,-1.56437,-0.000677275,0.00399636,232.804,-13.617
1,42.5,6.58465,0.0765532,0.739544,6.57697,0.0592835,0.0265728,0.0001741,0.0592854,0.0265709,0.00534952,-0.0130766,-0.00440192,1.14095e-05,-0.00440184,-0.0130766,0.935455,-0.00263742,0.00391963,232.785,-13.895
1.5,42.5,6.56786,0.105535,0.738096,6.56188,0.0593781,0.026518,0.000639339,0.0593913,0.0265047,0.0194676,-0.0130603,-0.00440024,8.29742e-05,-0.00439937,-0.0130611,1.56121,-0.00458454,0.00385617,232.769,-14.1755
2,42.5,6.54612,0.13431,0.735757,6.54117,0.0594662,0.0264468,0.00110202,0.0595035,0.0264095,0.0333433,-0.0130511,-0.00440158,0.000160508,-0.00439853,-0.0130541,1.55224,-0.00652582,0.00380584,232.752,-14.4534
2.5,42.5,6.51757,0.162296,0.732551,6.51312,0.0595403,0.0263593,0.00157218,0.059615,0.0262845,0.0472573,-0.0130508,-0.00440592,0.000243359,-0.00439902,-0.0130577,1.54267,-0.00846659,0.00394641,232.737,-14.7292
3,42.5,6.48244,0.18976,0.728657,6.47834,0.0596052,0.026255,0.00205467,0.0597315,0.0261287,0.0613165,-0.0130589,-0.00441284,0.000329704,-0.00440026,-0.0130715,1.53273,-0.0104105,0.0039603,232.724,-15.0094
3.5,42.5,6.44072,0.217031,0.724335,6.43747,0.0596615,0.0261339,0.00254331,0.0598535,0.0259419,0.0752957,-0.0130728,-0.00442179,0.000417273,-0.00440168,-0.0130929,1.52271,-0.0123579,0.00392029,232.718,-15.2949
4,42.5,6.39067,0.24392,0.719276,6.38958,0.059712,0.0259992,0.00303413,0.0599833,0.0257279,0.0890505,-0.013089,-0.00443232,0.000503865,-0.00440303,-0.0131182,1.51285,-0.0143143,0.00398834,232.723,-15.5783
4.5,42.5,6.33264,0.27021,0.713221,6.33364,0.0597602,0.0258477,0.00353116,0.0601245,0.0254833,0.102656,-0.0131046,-0.00444401,0.000587916,-0.00440421,-0.0131444,1.50333,-0.0162843,0.00401127,232.732,-15.8589
5,42.5,6.26865,0.29573,0.706239,6.27097,0.0597984,0.0256811,0.00403869,0.0602707,0.0252088,0.116227,-0.013118,-0.00445641,0.000668471,-0.00440504,-0.0131694,1.49423,-0.0182595,0.00391425,232.741,-16.1389
5.5,42.5,6.19963,0.320155,0.698641,6.20258,0.059824,0.0255027,0.00456087,0.0604205,0.0249061,0.129868,-0.0131277,-0.00446894,0.000745325,-0.00440518,-0.0131915,1.48556,-0.0202422,0.00372629,232.749,-16.4257
6,42.5,6.12373,0.343554,0.690792,6.12855,0.0598495,0.0253104,0.00509295,0.0605857,0.0245742,0.143367,-0.0131329,-0.00448105,0.000819111,-0.00440411,-0.0132099,1.47723,-0.0222366,0.00390518,232.768,-16.7176
6.5,42.5,6.03893,0.366205,0.682404,6.0476,0.0598858,0.025102,0.00563315,0.0607761,0.0242117,0.15659,-0.0131334,-0.00449245,0.00089126,-0.0044014,-0.0132244,1.46908,-0.024244,0.00423,232.802,-17.0093
7,42.5,5.94644,0.38781,0.672832,5.95961,0.0599286,0.0248797,0.00618324,0.0609882,0.0238202,0.16957,-0.0131297,-0.00450315,0.000963684,-0.00439673,-0.0132361,1.46089,-0.0262608,0.0044418,232.845,-17.2985
7.5,42.5,5.84804,0.407948,0.662109,5.86507,0.0599612,0.0246447,0.00674111,0.0612048,0.0234011,0.182311,-0.0131237,-0.0045133,0.00103806,-0.00438984,-0.0132472,1.4525,-0.028279,0.00453184,232.887,-17.5851
8,42.5,5.74152,0.426751,0.650616,5.76259,0.0599769,0.0243953,0.00730849,0.061423,0.0229492,0.19489,-0.0131186,-0.00452355,0.00111578,-0.0043808,-0.0132614,1.44379,-0.0303171,0.00465655,232.934,-17.8696
8.5,42.5,5.6281,0.444328,0.638888,5.65333,0.0599954,0.0241343,0.00786979,0.0616496,0.0224801,0.206787,-0.0131163,-0.00453416,0.00119639,-0.00437023,-0.0132802,1.43485,-0.0323496,0.004901,232.987,-18.1557
9,42.5,5.50919,0.460678,0.626392,5.53847,0.0600261,0.0238589,0.00843675,0.0619003,0.0219846,0.218252,-0.0131196,-0.00454628,0.00127967,-0.00435908,-0.0133068,1.42575,-0.0343938,0.00488911,233.042,-18.4444
9.5,42.5,5.38328,0.475274,0.613201,5.41626,0.0600595,0.0235719,0.00900668,0.0621643,0.0214671,0.229285,-0.0131298,-0.00456091,0.00136574,-0.00434823,-0.0133424,1.41651,-0.0364507,0.00470117,233.1,-18.7346
10,42.5,5.24715,0.488184,0.599088,5.28473,0.0600809,0.0232779,0.00957699,0.0624263,0.0209326,0.239936,-0.0131464,-0.00457899,0.00145525,-0.00433829,-0.0133871,1.40706,-0.0385163,0.00466804,233.167,-19.0265
10.5,42.5,5.10285,0.499688,0.584019,5.14494,0.0600764,0.0229771,0.0101565,0.062677,0.0203765,0.250482,-0.013168,-0.00460121,0.00154942,-0.00432936,-0.0134399,1.39726,-0.0405885,0.00474046,233.238,-19.3194
11,42.5,4.95351,0.509146,0.568142,4.99866,0.0600408,0.022669,0.0107467,0.0629123,0.0197974,0.260985,-0.0131924,-0.00462795,0.00164944,-0.00432109,-0.0134992,1.38697,-0.0426782,0.00491266,233.304,-19.613
11.5,42.5,4.79756,0.515932,0.551113,4.84538,0.0599722,0.022358,0.0113416,0.0631287,0.0192015,0.271352,-0.0132167,-0.00465941,0.0017554,-0.00431316,-0.013563,1.37614,-0.0448008,0.00488116,233.373,-19.9104
12,42.5,4.63314,0.52052,0.53293,4.68584,0.0598891,0.0220454,0.0119386,0.0633419,0.0185926,0.281447,-0.0132389,-0.00469512,0.00186462,-0.00430574,-0.0136282,1.36502,-0.0469611,0.00491704,233.459,-20.2105
12.5,42.5,4.4586,0.523083,0.514338,4.51811,0.0597854,0.0217242,0.0125504,0.0635547,0.017955,0.291486,-0.0132569,-0.00473416,0.00197411,-0.00429855,-0.0136926,1.35391,-0.0491551,0.00516268,233.561,-20.5104
13,42.5,4.27599,0.522974,0.494923,4.34004,0.0596432,0.0213953,0.0131765,0.0637473,0.0172912,0.301619,-0.0132715,-0.00477582,0.00207821,-0.00429404,-0.0137532,1.34333,-0.0513609,0.00517224,233.654,-20.8082
13.5,42.5,4.08639,0.520157,0.474579,4.1543,0.059471,0.0210637,0.0138042,0.0639224,0.0166123,0.311577,-0.0132826,-0.00481966,0.00217448,-0.00429294,-0.0138093,1.33348,-0.053595,0.00500802,233.748,-21.1091
14,42.5,3.88956,0.514446,0.453281,3.9628,0.0592983,0.0207223,0.0144166,0.0640917,0.0159289,0.320945,-0.0132912,-0.00486617,0.0022603,-0.00429797,-0.0138594,1.32457,-0.0558457,0.00519161,233.855,-21.4199
14.5,42.5,3.68243,0.505228,0.430988,3.76292,0.0591151,0.0203764,0.0150439,0.0642726,0.0152188,0.330189,-0.0132941,-0.00491221,0.00233824,-0.00430387,-0.0139024,1.31635,-0.0581494,0.0054657,233.978,-21.7307
15,42.5,3.46627,0.493042,0.407577,3.55464,0.0589089,0.0200226,0.0156742,0.0644422,0.0144893,0.339243,-0.0132916,-0.00495821,0.00240704,-0.00431271,-0.0139371,1.30888,-0.0604718,0.00577669,234.109,-22.0397
15.5,42.5,3.24328,0.478172,0.382415,3.33986,0.058688,0.0196605,0.0162988,0.0646019,0.0137466,0.347935,-0.0132836,-0.00500379,0.00246609,-0.0043247,-0.0139627,1.30219,-0.0628189,0.00599246,234.247,-22.3524
16,42.5,3.00884,0.458788,0.356541,3.11269,0.0584853,0.0192866,0.0168804,0.0647555,0.0130164,0.355494,-0.0132711,-0.00504863,0.00251232,-0.00434151,-0.0139782,1.29655,-0.0651847,0.00614449,234.386,-22.6651
16.5,42.5,2.76371,0.435208,0.330207,2.87618,0.0583122,0.0188662,0.017423,0.064909,0.0122694,0.361757,-0.0132576,-0.00509254,0.00254154,-0.0043658,-0.0139844,1.2924,-0.0675429,0.00651465,234.538,-22.9754
17,42.5,2.50974,0.407849,0.301889,2.63185,0.0581866,0.0183886,0.0179515,0.0650906,0.0114846,0.366964,-0.0132481,-0.00513565,0.00255195,-0.0043994,-0.0139843,1.29002,-0.0698822,0.00684203,234.701,-23.2887
17.5,42.5,2.24933,0.377538,0.272297,2.38084,0.0581126,0.0178617,0.0184648,0.065302,0.0106723,0.371211,-0.0132472,-0.00517618,0.00254153,-0.00444229,-0.0139811,1.2898,-0.072194,0.00706772,234.867,-23.611
18,42.5,1.97914,0.342327,0.241001,2.11977,0.0580564,0.0173034,0.018953,0.0655102,0.00984958,0.374619,-0.0132573,-0.00521388,0.0025141,-0.00449247,-0.0139787,1.29146,-0.0745047,0.00721743,235.038,-23.9442
18.5,42.5,1.6947,0.301293,0.208796,1.84437,0.0580427,0.0166814,0.0193992,0.0657186,0.00900548,0.376724,-0.0132809,-0.00524577,0.00247143,-0.00454631,-0.0139804,1.29506,-0.0767782,0.00761562,235.215,-24.2877
19,42.5,1.3996,0.256229,0.17458,1.55816,0.0581051,0.0159648,0.019804,0.0659517,0.00811826,0.377219,-0.0133196,-0.00526871,0.00241841,-0.00459803,-0.0139903,1.3003,-0.0789748,0.00792512,235.397,-24.6268
19.5,42.5,1.09682,0.206239,0.137809,1.26302,0.0582469,0.0151149,0.0201903,0.0662241,0.00713772,0.37625,-0.0133721,-0.00527863,0.00236154,-0.00463977,-0.014011,1.30668,-0.0810422,0.00803598,235.578,-24.9585
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-10,43,5.08325,-0.436842,0.58158,5.12537,0.0591718,0.0236402,-0.0111872,0.0624034,0.0204086,-0.280959,-0.0132189,-0.00481482,-0.0017132,-0.00447844,-0.0135553,-1.37725,0.0422618,0.00510653,234.566,-7.59142
-9.5,43,5.21995,-0.424468,0.596775,5.25797,0.0592199,0.0239675,-0.0106311,0.0621782,0.0210091,-0.27136,-0.0132137,-0.00477116,-0.00163739,-0.00446462,-0.0135203,-1.38579,0.0401094,0.00484913,234.428,-7.87933
-9,43,5.35043,-0.411093,0.611518,5.38337,0.059257,0.0242718,-0.0100805,0.0619544,0.0215743,-0.261388,-0.0132097,-0.00472844,-0.00155782,-0.00445121,-0.0134869,-1.39477,0.0379901,0.00455779,234.289,-8.16909
-8.5,43,5.47293,-0.396253,0.625264,5.50016,0.0592765,0.0245535,-0.0095283,0.0617201,0.0221098,-0.250957,-0.0132031,-0.00468978,-0.00147688,-0.00444072,-0.0134522,-1.40382,0.0358914,0.00454234,234.151,-8.46495
-8,43,5.58798,-0.379561,0.638272,5.61079,0.0592658,0.0248124,-0.00896677,0.0614606,0.0226176,-0.239952,-0.0131913,-0.00465698,-0.00139762,-0.00443381,-0.0134144,-1.41254,0.0338101,0.00462091,234.024,-8.75992
-7.5,43,5.69576,-0.360767,0.650497,5.71625,0.0592278,0.02505,-0.00840247,0.0611825,0.0230953,-0.228483,-0.0131737,-0.00463124,-0.00132213,-0.00443122,-0.0133737,-1.4207,0.0317425,0.00466009,233.914,-9.04945
-7,43,5.7955,-0.340395,0.661639,5.81434,0.0591763,0.0252705,-0.0078452,0.0609041,0.0235427,-0.216708,-0.0131516,-0.00461294,-0.00125061,-0.0044335,-0.013331,-1.42832,0.0296854,0.00482828,233.812,-9.33524
-6.5,43,5.88935,-0.319213,0.672225,5.9059,0.0591072,0.0254733,-0.00729461,0.0606213,0.0239592,-0.204643,-0.0131268,-0.00460127,-0.0011815,-0.00444055,-0.0132875,-1.4356,0.0276373,0.00499948,233.711,-9.62165
-6,43,5.97649,-0.297358,0.68158,5.9905,0.0590098,0.0256624,-0.00675411,0.0603262,0.0243461,-0.192427,-0.0131026,-0.00459522,-0.00111217,-0.0044522,-0.0132456,-1.44293,0.0255972,0.00486477,233.612,-9.90873
-5.5,43,6.05586,-0.274149,0.690363,6.06691,0.0588984,0.0258361,-0.00621975,0.0600303,0.0247041,-0.179911,-0.0130825,-0.00459241,-0.00103989,-0.00446683,-0.013208,-1.45068,0.0235589,0.00455568,233.515,-10.1993
-5,43,6.12751,-0.249887,0.698544,6.13558,0.0587837,0.0259952,-0.00568867,0.0597435,0.0250354,-0.166972,-0.01307,-0.00459119,-0.000962763,-0.00448315,-0.0131781,-1.45915,0.0215225,0.00441807,233.421,-10.4872
-4.5,43,6.19236,-0.225182,0.706044,6.19794,0.0586587,0.0261403,-0.0051632,0.0594598,0.0253392,-0.153714,-0.0130682,-0.00459035,-0.000879884,-0.00449986,-0.0131587,-1.46847,0.0194924,0.00431445,233.335,-10.7708
-4,43,6.24965,-0.20002,0.713077,6.25338,0.0585208,0.0262725,-0.00464959,0.0591789,0.0256144,-0.140342,-0.0130782,-0.00458885,-0.000791654,-0.00451548,-0.0131515,-1.47861,0.0174648,0.00420257,233.256,-11.0528
-3.5,43,6.30198,-0.174166,0.719184,6.30309,0.0583888,0.0263899,-0.00415027,0.0589194,0.0258593,-0.126871,-0.0130983,-0.00458611,-0.000699684,-0.00452878,-0.0131556,-1.48933,0.015432,0.00408302,233.177,-11.3388
-3,43,6.34861,-0.147811,0.724341,6.34639,0.0582873,0.0264917,-0.00365737,0.0587037,0.0260752,-0.113024,-0.0131245,-0.00458165,-0.000606456,-0.00453862,-0.0131675,-1.50028,0.0133968,0.00401868,233.097,-11.6281
-2.5,43,6.38816,-0.121164,0.728674,6.38271,0.0582223,0.0265807,-0.00316501,0.058537,0.026266,-0.0986817,-0.0131513,-0.00457516,-0.000514943,-0.00454417,-0.0131823,-1.51104,0.011366,0.00401536,233.022,-11.9115
-2,43,6.41954,-0.0938863,0.732233,6.41267,0.0581885,0.0266543,-0.00268523,0.0584175,0.0264252,-0.0843715,-0.0131743,-0.00456774,-0.000427234,-0.00454634,-0.0131957,-1.52131,0.00935308,0.00406696,232.961,-12.1899
-1.5,43,6.44312,-0.066242,0.735202,6.43602,0.0581852,0.0267113,-0.00221115,0.0583417,0.0265548,-0.0698335,-0.0131887,-0.00455726,-0.000346667,-0.00454315,-0.0132028,-1.53071,0.00733383,0.00405117,232.911,-12.4721
-1,43,6.45962,-0.0383238,0.737794,6.4524,0.0582169,0.0267507,-0.00173865,0.0583145,0.0266531,-0.0550748,-0.0131932,-0.00454536,-0.000272723,-0.00453659,-0.013202,-1.53929,0.00531683,0.00403365,232.865,-12.7627
-0.5,43,6.47042,-0.0102072,0.739408,6.46329,0.0582712,0.0267736,-0.001263,0.0583234,0.0267214,-0.0400589,-0.0131883,-0.00453341,-0.000203865,-0.00452846,-0.0131933,-1.54725,0.00330883,0.00402414,232.824,-13.0525
-3.72529e-09,43,6.47441,0.018068,0.739677,6.46765,0.0583297,0.0267807,-0.000783684,0.0583506,0.0267597,-0.0248643,-0.013176,-0.00452284,-0.000137047,-0.00452054,-0.0131783,-1.55496,0.00131047,0.00416491,232.789,-13.3376
0.5,43,6.47207,0.046456,0.739246,6.46615,0.0583952,0.0267688,-0.000307167,0.0583994,0.0267646,-0.00975214,-0.0131592,-0.0045147,-6.8617e-05,-0.00451404,-0.0131599,-1.56286,-0.0006876,0.0042392,232.76,-13.6219
1,43,6.46236,0.0749043,0.738424,6.45813,0.0584778,0.0267359,0.000168557,0.0584797,0.026734,0.00527431,-0.0131422,-0.00450977,4.38871e-06,-0.00450967,-0.0131423,0.959784,-0.002687,0.00406625,232.74,-13.9021
1.5,43,6.44565,0.103283,0.736867,6.44265,0.058572,0.0266858,0.000644594,0.0585858,0.026672,0.020178,-0.013129,-0.00450843,8.35331e-05,-0.00450753,-0.0131299,1.56111,-0.00468408,0.00384961,232.721,-14.1841
2,43,6.42327,0.131646,0.734457,6.42116,0.0586604,0.0266186,0.00111819,0.0587,0.026579,0.0348272,-0.0131229,-0.00451053,0.000168592,-0.00450716,-0.0131263,1.55123,-0.00667443,0.00372313,232.704,-14.4651
2.5,43,6.39399,0.159504,0.731313,6.39283,0.0587372,0.0265338,0.00159984,0.0588168,0.0264542,0.0495161,-0.0131249,-0.00451553,0.000258096,-0.00450776,-0.0131327,1.54085,-0.00866364,0.00384134,232.691,-14.7457
3,43,6.35814,0.186775,0.727531,6.35768,0.0588066,0.0264327,0.00209502,0.0589417,0.0262975,0.0643706,-0.0131342,-0.00452275,0.000349886,-0.00450855,-0.0131484,1.53025,-0.0106577,0.00385691,232.68,-15.0297
3.5,43,6.31559,0.213494,0.72319,6.31643,0.058868,0.0263145,0.00259787,0.0590744,0.026108,0.0791563,-0.013148,-0.00453158,0.000441636,-0.00450895,-0.0131707,1.51972,-0.0126568,0.00397824,232.677,-15.3169
4,43,6.2651,0.239715,0.718008,6.26823,0.0589251,0.0261813,0.00310356,0.0592175,0.0258889,0.093694,-0.013163,-0.00454156,0.000531337,-0.00450884,-0.0131957,1.50948,-0.0146662,0.00413402,232.683,-15.6048
4.5,43,6.20697,0.265507,0.711562,6.21244,0.0589803,0.0260316,0.00361628,0.0593738,0.0256381,0.108064,-0.0131768,-0.00455246,0.000617506,-0.00450834,-0.0132209,1.49968,-0.0166887,0.0041217,232.694,-15.8907
5,43,6.14231,0.290625,0.704294,6.14978,0.0590257,0.0258664,0.00414147,0.0595369,0.0253553,0.122413,-0.0131878,-0.00456391,0.000699178,-0.00450743,-0.0132443,1.49042,-0.0187157,0.00397021,232.706,-16.1697
5.5,43,6.07321,0.314782,0.696533,6.08145,0.0590583,0.0256882,0.00468193,0.0597049,0.0250416,0.136804,-0.0131953,-0.00457545,0.000776177,-0.00450594,-0.0132648,1.48171,-0.0207498,0.00376305,232.715,-16.4513
6,43,5.99776,0.33783,0.688622,6.00655,0.0590894,0.0254948,0.00523184,0.0598879,0.0246963,0.150985,-0.0131991,-0.00458663,0.000849364,-0.00450347,-0.0132822,1.47343,-0.0227967,0.00395044,232.726,-16.7458
6.5,43,5.91269,0.359919,0.680034,5.92453,0.0591299,0.0252836,0.00579017,0.060096,0.0243175,0.164835,-0.0131992,-0.00459732,0.000920622,-0.00449969,-0.0132968,1.46536,-0.0248573,0.00432939,232.756,-17.0452
7,43,5.81918,0.380971,0.670067,5.83564,0.0591737,0.0250564,0.00635877,0.0603235,0.0239066,0.178402,-0.0131964,-0.00460779,0.000992569,-0.00449434,-0.0133098,1.45722,-0.0269265,0.00447403,232.799,-17.3378
7.5,43,5.72015,0.400838,0.6589,5.74074,0.0592027,0.0248159,0.00693522,0.0605523,0.0234663,0.191697,-0.0131921,-0.00461838,0.00106768,-0.00448715,-0.0133234,1.44875,-0.0289955,0.00452511,232.843,-17.6241
8,43,5.61345,0.41955,0.647306,5.63812,0.0592165,0.0245641,0.00750819,0.0607737,0.0230069,0.20443,-0.0131877,-0.00462889,0.00114599,-0.00447802,-0.0133385,1.43998,-0.0310491,0.00462746,232.891,-17.9094
